HAZARDMAPCELLREFERENCE,HAZARDMAP,HAZARDRATINGBYMAP,FILENAME
EL073,"Effective grounding
Bonding; 
service raceway, equipment, or enclosure has not been properly bonded.",4.0,Connector_not_making_contact.png
EL073,"Effective grounding
Bonding; 
service raceway, equipment, or enclosure has not been properly bonded.",4.0,Conductors_not_identified.png
EL030,"Improper installation or location of equipment, conductors, cables or raceways
Condensation may become present in service equipment.",2.0,WP_ENCLOSURE.png
EL084,"Equipment
Gas line, cast or water pipe has not been bonded",3.0,Gas_line_bonding_missing.png
BP181,5.1.0 In service proc/process - Safety orders not followed or adhered to.,3.0,SAFETY_VALVE.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,Outside_outlet_with_no_cover_plates.png
EL000,No Created Hazard Identified,0.0,Cable_jacket.png
EL000,No Created Hazard Identified,0.0,Groundwire.png
EL000,No Created Hazard Identified,0.0,Service.png
EL000,No Created Hazard Identified,0.0,Service_panel.png
ED040,"Wear/Defects resulting in failure of the brake to stop car/step.
Additional means of deceleration are functional.
Risk Reg ED-02",4.0,Brake_Data_Plate_29192.png
ED040,"Wear/Defects resulting in failure of the brake to stop car/step.
Additional means of deceleration are functional.
Risk Reg ED-02",4.0,Brake_Data_Plate_29191.png
ED040,"Wear/Defects resulting in failure of the brake to stop car/step.
Additional means of deceleration are functional.
Risk Reg ED-02",4.0,Brake_Data_Plate_29190.png
EL142,"Installation of electrical equipment
Residential: 
tamper-resistant receptacles have not been installed where required.",3.0,Not_tamper_resistant_on_residential_garage.png
BP131,"3.1.1 Safeties will not function - Pressure Relief Device


valve service or test intervals beyond the required interval outlined in CSA B-51",3.0,SAFETY_RELIEF_VALVE.png
EL036,"Improper installation or location of equipment, conductors, cables or raceways
Raceways or cables are not adequately supported.",2.0,View01_service_A.png
ED040,"Wear/Defects resulting in failure of the brake to stop car/step.
Additional means of deceleration are functional.
Risk Reg ED-02",4.0,Brake_Data.png
ED040,"Wear/Defects resulting in failure of the brake to stop car/step.
Additional means of deceleration are functional.
Risk Reg ED-02",4.0,Brake_Data_Plate.png
EL065,"General
Circuits have not been clearly marked or identified on panelboards, disconnecting means, switchboards, or similar equipment.",1.0,Realtor_sign.png
EL075,"Effective grounding, high voltage
Grounding or bonding conductor(s) are damaged or not observed.",4.0,System_ground_terminated_in_meter_base.png
EL075,"Effective grounding, high voltage
Grounding or bonding conductor(s) are damaged or not observed.",4.0,System_ground_termination_point.png
EL001,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out;
• covers or other protective barriers are not present or damaged;
• live parts are exposed to accidental contact; and 
• in an area that is not normally accessible to persons",3.0,No_support.png
EL001,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out;
• covers or other protective barriers are not present or damaged;
• live parts are exposed to accidental contact; and 
• in an area that is not normally accessible to persons",3.0,Nocover.png
EL001,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out;
• covers or other protective barriers are not present or damaged;
• live parts are exposed to accidental contact; and 
• in an area that is not normally accessible to persons",3.0,Clearance.png
EL001,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out;
• covers or other protective barriers are not present or damaged;
• live parts are exposed to accidental contact; and 
• in an area that is not normally accessible to persons",3.0,Unused_opening.png
EL001,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out;
• covers or other protective barriers are not present or damaged;
• live parts are exposed to accidental contact; and 
• in an area that is not normally accessible to persons",3.0,Cover.png
EL001,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out;
• covers or other protective barriers are not present or damaged;
• live parts are exposed to accidental contact; and 
• in an area that is not normally accessible to persons",3.0,Termination.png
EL029,"Improper installation or location of equipment, conductors, cables or raceways
Inadequate Distances;
burial depth and protection for underground cables or raceways",3.0,Service_DBII_Exposed_at_service_location_.png
GA061,Open gas line connected to fuel supply with valve in off position (no cap/plug),4.0,H1.png
GA061,Open gas line connected to fuel supply with valve in off position (no cap/plug),4.0,H3.png
GA061,Open gas line connected to fuel supply with valve in off position (no cap/plug),4.0,H2.png
EL018,"Equipment may not contain thermal energy during fault or overheating event.
Covers are not properly installed",4.0,Main_panel_not_equiped_with_main_disconnect__direct_connect_to_BCHydro.png
EL018,"Equipment may not contain thermal energy during fault or overheating event.
Covers are not properly installed",4.0,Branch_circuit_not_terminated_using_manufactured_connection__wire_is_twisted_to_terminal.png
EL018,"Equipment may not contain thermal energy during fault or overheating event.
Covers are not properly installed",4.0,Address.png
EL018,"Equipment may not contain thermal energy during fault or overheating event.
Covers are not properly installed",4.0,Lighting_boxes_missing_covers_and_no_connectors.png
EL018,"Equipment may not contain thermal energy during fault or overheating event.
Covers are not properly installed",4.0,Branch_circuits_have_been_wired_to_bus_and_are_hanging_out_of_panel.png
EL018,"Equipment may not contain thermal energy during fault or overheating event.
Covers are not properly installed",4.0,Branch_circuits_in_living_area_exposed_to_mechanical_damage.png
EL018,"Equipment may not contain thermal energy during fault or overheating event.
Covers are not properly installed",4.0,2pole_20Amp_breaker_hangng_out_of_panel_energized.png
EL033,"Improper installation or location of equipment, conductors, cables or raceways
Conductors are located inside building beyond 1.5m",3.0,View03_consumer_service_conductors.png
EL033,"Improper installation or location of equipment, conductors, cables or raceways
Conductors are located inside building beyond 1.5m",3.0,View01_consumer_service_conductors.png
EL033,"Improper installation or location of equipment, conductors, cables or raceways
Conductors are located inside building beyond 1.5m",3.0,View02_consumer_service_conductors.png
EL030,"Improper installation or location of equipment, conductors, cables or raceways
Condensation may become present in service equipment.",2.0,Grounding.png
BP131,"3.1.1 Safeties will not function - Pressure Relief Device


valve service or test intervals beyond the required interval outlined in CSA B-51",3.0,SAFETY_RELIEF_VALVE__OF_HW84225.png
GA104,Leaking or failing special venting system (Minor),3.0,Vent_termination_.png
GA104,Leaking or failing special venting system (Minor),3.0,No_vent_suport.png
GA104,Leaking or failing special venting system (Minor),3.0,Plastic_vent_at_furnace_leaking.png
GA104,Leaking or failing special venting system (Minor),3.0,_air_filter_opening.png
BP131,"3.1.1 Safeties will not function - Pressure Relief Device


valve service or test intervals beyond the required interval outlined in CSA B-51",3.0,SAFETY_RELIEF_VALVE_OF_HW84226.png
GA140,Appliance not installed according to installation instructions,3.0,20711_52_nd.png
EL250,"Category 1
Equipment is not approved for the specific use or location.",3.0,Enclosure.png
EL058,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is subject to mechanical damage and adequate mechanical protection has not been provided",3.0,Main_distribution_panel.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Main_floor_temp_outlet.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Basement_temp_outlet.png
EL003,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• bare live parts such as busbars, terminals, conductors are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",5.0,Cover_installed_by_safety_officer.png
EL003,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• bare live parts such as busbars, terminals, conductors are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",5.0,Energized_panel_without_cover.png
EL090,"Continuity
Bonding;
method for equipment is not adequate.",3.0,Service_switch_and_pull_box.png
EL080,"Installation
Grounding; 
electrode is not installed or properly installed.",4.0,Grounding.png
EL094,"Continuity
Grounding conductor is not properly protected from mechanical damage, or is not properly secured",3.0,MDC_ground__1.png
EL094,"Continuity
Grounding conductor is not properly protected from mechanical damage, or is not properly secured",3.0,MDC_ground__2.png
EL080,"Installation
Grounding; 
electrode is not installed or properly installed.",4.0,No_system_ground.png
EL080,"Installation
Grounding; 
electrode is not installed or properly installed.",4.0,Point_of_attachment.png
GA059,Underground piping entering a  building below grade (unapproved),3.0,Gas_lines.png
GA122,Combustion air supply missing,4.0,Crawl_space_where_navien_air_intake_draws_from.png
GA140,Appliance not installed according to installation instructions,3.0,5749_245a.png
ED008,"Defects that are:
Not detected by maintenance program
Likely to progress",3.0,Car_door_restrictor.png
BP017,1.0.2 Clearances/Maintenance - No start up or commissioning report,1.0,Boiler_switch_not_lockable.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,NMSC_on_return_air_duct.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,NMSC_on_heating_duct_1.png
GA116,"Supports/termination present, but not in compliance with mfg instructions",1.0,20378_88_after_picture.png
GA116,"Supports/termination present, but not in compliance with mfg instructions",1.0,20378_88.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,105.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,103.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,101.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,104.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,102.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,100.png
EL066,"Protection and control
Circuits have not been clearly marked or identified on panelboards, disconnecting means, switchboards, or similar equipment.",1.0,Loadcenter_breakers.png
EL033,"Improper installation or location of equipment, conductors, cables or raceways
Conductors are located inside building beyond 1.5m",3.0,A.png
GA074,Not accessible for replacement/adjustment,1.0,Missing_shut_off_valve.png
BP131,"3.1.1 Safeties will not function - Pressure Relief Device


valve service or test intervals beyond the required interval outlined in CSA B-51",3.0,Safety_Relief_Valve_.png
EL029,"Improper installation or location of equipment, conductors, cables or raceways
Inadequate Distances;
burial depth and protection for underground cables or raceways",3.0,Subject_to_mechanical_damage.png
EL137,"Installation of electrical equipment
General: 
covers or canopies on boxes have not been installed.",3.0,Outlet_box_missing_cover_plate.png
EL249,"Category 1
• Equipment  is damaged and needs to be either replaced or repaired; and 
• Not suitable for continued use.",4.0,Panel.png
EL249,"Category 1
• Equipment  is damaged and needs to be either replaced or repaired; and 
• Not suitable for continued use.",4.0,Damaged_receptacle.png
EL129,"Installation of electrical equipment
Residential: 
dedicated circuit has not been provided for appliances that require separate circuit.",3.0,Gabriola_-1.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,Energized_wiring_in_ceilings_not_installed_correctly.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,Circuits_red_tagged_off.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,Circuits_red_tagged_off_main_panel.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,Energized_circuits_not_installed_correctly.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,Energized__switch_circuits_not_installed_correctly.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,Energized_receptacle_curcuits_not_installed_correctly.png
EL098,"Conductors
Equipment is not approved for the specific use.  The location of cables, raceways, or overhead conductors are not located in an acceptable location.",3.0,Service_cable.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,Branch_wiring.png
EL003,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• bare live parts such as busbars, terminals, conductors are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",5.0,Temp_heat_connection__2.png
EL003,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• bare live parts such as busbars, terminals, conductors are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",5.0,Temp_heat_connection.png
EL003,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• bare live parts such as busbars, terminals, conductors are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",5.0,Temp_recept__1.png
EL003,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• bare live parts such as busbars, terminals, conductors are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",5.0,Temp_recept__2.png
GA144,Missing mandatory safety controls,4.0,Limit1.png
GA144,Missing mandatory safety controls,4.0,Heater1.png
GA144,Missing mandatory safety controls,4.0,Limit2.png
BP222,1.2.3 Boiler construction - Code required drain or blow off not provided.,3.0,DHW_TANK_WITHOUT_DRAIN_VALVE.png
GA122,Combustion air supply missing,4.0,Boiler.png
GA122,Combustion air supply missing,4.0,Mechanical_enclosure.png
EL152,"Installation of electrical equipment, Risk Reg EL-15-2014
Equipment is approved, and 
installation instructions have not been satisfied.",2.0,Heater_connection.png
BP222,1.2.3 Boiler construction - Code required drain or blow off not provided.,3.0,No_Bottom_Drain_Valve_for_the_tank.png
EL004,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is normally accessible to authorized persons only.",4.0,Energized_conductor_totem_cres.png
EL010,"Conductors are exposed to accidental contact by persons
Overhead power conductors, are not attached or supported adequately.",3.0,40.png
EL010,"Conductors are exposed to accidental contact by persons
Overhead power conductors, are not attached or supported adequately.",3.0,42.png
EL010,"Conductors are exposed to accidental contact by persons
Overhead power conductors, are not attached or supported adequately.",3.0,41.png
EL072,"Effective grounding
Bonding; 
metal boxes, cabinets, or covers are not bonded to ground",4.0,No_bonding_to_light_fixture_and_no_anti_abrasion.png
BP109,"3.0.1 Safeties will not function - Safety Devices not providing the intended control, e.g. - emergency disconnect switch not provided.",3.0,BOILER_HW71966.png
PR024,"Procedures not posted
Improper training or procedure",1.0,Bromley_Board_Leash_Dragging_on_Deck.png
EL123,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,Temp_outlets.png
ED040,"Wear/Defects resulting in failure of the brake to stop car/step.
Additional means of deceleration are functional.
Risk Reg ED-02",4.0,Brake_Data_Plate_29193.png
ED008,"Defects that are:
Not detected by maintenance program
Likely to progress",3.0,Car_door_restrictor.png
BP065,1.2.2 Boiler leakage: procedure - Boiler tube-sheet or ligaments cracks which are leaking.,4.0,Boiler_tube_sheet.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,NMDU90_below_1_5m_no_mechanical_protection.png
ED040,"Wear/Defects resulting in failure of the brake to stop car/step.
Additional means of deceleration are functional.
Risk Reg ED-02",4.0,Brake_Data_Plate.png
EL012,"Conductors are exposed to accidental contact by persons
Secondary Poles and their associated hardware (line) are not adequate for the purpose.",4.0,75.png
EL012,"Conductors are exposed to accidental contact by persons
Secondary Poles and their associated hardware (line) are not adequate for the purpose.",4.0,64.png
EL012,"Conductors are exposed to accidental contact by persons
Secondary Poles and their associated hardware (line) are not adequate for the purpose.",4.0,62.png
EL012,"Conductors are exposed to accidental contact by persons
Secondary Poles and their associated hardware (line) are not adequate for the purpose.",4.0,78.png
EL012,"Conductors are exposed to accidental contact by persons
Secondary Poles and their associated hardware (line) are not adequate for the purpose.",4.0,66.png
EL012,"Conductors are exposed to accidental contact by persons
Secondary Poles and their associated hardware (line) are not adequate for the purpose.",4.0,63.png
EL012,"Conductors are exposed to accidental contact by persons
Secondary Poles and their associated hardware (line) are not adequate for the purpose.",4.0,60.png
EL012,"Conductors are exposed to accidental contact by persons
Secondary Poles and their associated hardware (line) are not adequate for the purpose.",4.0,71.png
EL012,"Conductors are exposed to accidental contact by persons
Secondary Poles and their associated hardware (line) are not adequate for the purpose.",4.0,72.png
EL012,"Conductors are exposed to accidental contact by persons
Secondary Poles and their associated hardware (line) are not adequate for the purpose.",4.0,69.png
EL012,"Conductors are exposed to accidental contact by persons
Secondary Poles and their associated hardware (line) are not adequate for the purpose.",4.0,73.png
EL012,"Conductors are exposed to accidental contact by persons
Secondary Poles and their associated hardware (line) are not adequate for the purpose.",4.0,67.png
EL012,"Conductors are exposed to accidental contact by persons
Secondary Poles and their associated hardware (line) are not adequate for the purpose.",4.0,77.png
EL012,"Conductors are exposed to accidental contact by persons
Secondary Poles and their associated hardware (line) are not adequate for the purpose.",4.0,74.png
EL012,"Conductors are exposed to accidental contact by persons
Secondary Poles and their associated hardware (line) are not adequate for the purpose.",4.0,61.png
EL012,"Conductors are exposed to accidental contact by persons
Secondary Poles and their associated hardware (line) are not adequate for the purpose.",4.0,70.png
EL012,"Conductors are exposed to accidental contact by persons
Secondary Poles and their associated hardware (line) are not adequate for the purpose.",4.0,65.png
EL012,"Conductors are exposed to accidental contact by persons
Secondary Poles and their associated hardware (line) are not adequate for the purpose.",4.0,68.png
EL012,"Conductors are exposed to accidental contact by persons
Secondary Poles and their associated hardware (line) are not adequate for the purpose.",4.0,76.png
BP115,3.0.1 Safeties will not function - Safety Devices bypassed or failed but the back up corresponding safety devices operational,4.0,BOILER_WITHOUT_LOW_WATER_FUEL_CUTOUT_DEVICE.png
BP027,1.0.2 Clearances/Maintenance - Anchor bolts not correctly torque,3.0,EXPANSION_TANK.png
GA119,"Combustion/Ventilation air requirements non-compliant (In consideration of size, screens, grills, support).",3.0,Boiler_x_1.png
GA119,"Combustion/Ventilation air requirements non-compliant (In consideration of size, screens, grills, support).",3.0,Outdoor_air_supply_openings.png
ED040,"Wear/Defects resulting in failure of the brake to stop car/step.
Additional means of deceleration are functional.
Risk Reg ED-02",4.0,Brake_Data_Plate2.png
BP080,1.2.3 Boiler construction - Damaged refractory and underlining base metal is deteriorating or shows inductions of overheating.,4.0,Signs_of_overheating_.png
GA140,Appliance not installed according to installation instructions,3.0,Sky_train_repair_bay.png
GA140,Appliance not installed according to installation instructions,3.0,Sky_train_repair_rea.png
BP195,"5.1.0 In service proc/process - Scale, sludge and sediment build up on waterside of boiler",3.0,boiler_fire_tube_1.png
BP195,"5.1.0 In service proc/process - Scale, sludge and sediment build up on waterside of boiler",3.0,boiler_fire_tube_2.png
BP195,"5.1.0 In service proc/process - Scale, sludge and sediment build up on waterside of boiler",3.0,LWCO_assembly_.png
EL123,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,Almost_weatherproof.png
EL123,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,No_wp_cover.png
BP017,1.0.2 Clearances/Maintenance - No start up or commissioning report,1.0,Boiler_switch_not_lockable.png
EL130,"Installation of electrical equipment
Arc producing electrical equipment within 1 meter of gas relief device or vent",2.0,View01_exterior_deenergized_receptacle.png
EL249,"Category 1
• Equipment  is damaged and needs to be either replaced or repaired; and 
• Not suitable for continued use.",4.0,View01_302_distribution.png
EL249,"Category 1
• Equipment  is damaged and needs to be either replaced or repaired; and 
• Not suitable for continued use.",4.0,View02_302_branch_circuitry.png
EL249,"Category 1
• Equipment  is damaged and needs to be either replaced or repaired; and 
• Not suitable for continued use.",4.0,View03_second_floor_stairway.png
EL249,"Category 1
• Equipment  is damaged and needs to be either replaced or repaired; and 
• Not suitable for continued use.",4.0,View04_302_entrance.png
EL123,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,Exterior_receptacles.png
EL025,"Improper installation or location of equipment, conductors, cables or raceways
Raceways are not suitably drained, No expansion joint or not installed correctly.",3.0,Front_of_house_.png
EL025,"Improper installation or location of equipment, conductors, cables or raceways
Raceways are not suitably drained, No expansion joint or not installed correctly.",3.0,Point_of_attachment_above_service_cable_head.png
EL025,"Improper installation or location of equipment, conductors, cables or raceways
Raceways are not suitably drained, No expansion joint or not installed correctly.",3.0,Service_cable_fastened_to_mast_with_point_of_attachment_above_service_Cable_head.png
BP069,1.2.3 Boiler construction - Heavy scale or deposits on boiler heat exchange surfaces requiring removal or improved water treatment.,2.0,Deposits_on_tubes.png
EL030,"Improper installation or location of equipment, conductors, cables or raceways
Condensation may become present in service equipment.",2.0,West_view_service.png
ED040,"Wear/Defects resulting in failure of the brake to stop car/step.
Additional means of deceleration are functional.
Risk Reg ED-02",4.0,Brake_Data_Plate5.png
EL115,"Conductors, Risk Reg EL-15-2014
Cables, Raceways or conductors are not suitably sized for their intended use.",3.0,Construction_heater.png
EL115,"Conductors, Risk Reg EL-15-2014
Cables, Raceways or conductors are not suitably sized for their intended use.",3.0,_12_Cabtyre_connected_to_60A_breaker.png
EL115,"Conductors, Risk Reg EL-15-2014
Cables, Raceways or conductors are not suitably sized for their intended use.",3.0,Open_splice_to_14_2_nmsc.png
,,,A.png
,,,B.png
,,,E.png
,,,C.png
,,,D.png
EL028,"Improper installation or location of equipment, conductors, cables or raceways
Mechanical protection for conductors is not adequate",4.0,Cable_on_plywood.png
GA042,Physical protection of piping and tubing absent.,2.0,No_swing_joint_at_gas_meter__.png
EL080,"Installation
Grounding; 
electrode is not installed or properly installed.",4.0,RV_service.png
EL092,"Continuity
Bonding conductor is not observed or broken",4.0,Light_fixtures_not_bonded_no_anti_abraion_.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,Ships_point_cable_-2.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,Ships_point_cable_-1.png
EL131,"Installation of electrical equipment
General: 
boxes or cabinets are not secured properly.",3.0,Box_supported_on_one_side.png
BP003,1.0.1 Temp/Pressure ratings not met - Pressure or temperature rating of vessel/piping system component less than design pressure or temperature  but suitable for operating conditions,1.0,NON_ASME_EXPANSION_TANK.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,Existing_ITE_panel_in_house.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,Breaker_installed_for_the_hot_tub_is_not_approved_for_use_in_the_panel.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,Breakers_for_jacuzzi_tub_are_not_approved_for_use_with_the_panel.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,Label_on_the_breaker.png
BP080,1.2.3 Boiler construction - Damaged refractory and underlining base metal is deteriorating or shows inductions of overheating.,4.0,Boiler_nameplate_1.png
BP080,1.2.3 Boiler construction - Damaged refractory and underlining base metal is deteriorating or shows inductions of overheating.,4.0,Hot_water_heating_boilers.png
BP080,1.2.3 Boiler construction - Damaged refractory and underlining base metal is deteriorating or shows inductions of overheating.,4.0,Boiler_casing_.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,View01_wireway.png
EL132,"Installation of electrical equipment
Box or cabinet has not been provided at junction, splice, outlet, switch, or pull box.",4.0,Open_splices_in_6locations.png
EL132,"Installation of electrical equipment
Box or cabinet has not been provided at junction, splice, outlet, switch, or pull box.",4.0,Construction_heater_connected_to_dryer_outlet.png
EL132,"Installation of electrical equipment
Box or cabinet has not been provided at junction, splice, outlet, switch, or pull box.",4.0,Construction_heater_connection_to_wall_outlet.png
EL039,"Equipment is not marked / identified
Multiple service boxes not marked.",2.0,Duplex_meterbase.png
EL006,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are not exposed to accidental contact; and
• in an area that is not normally accessible to persons.",2.0,Water_damage_exposed_conductors_broken_light.png
EL057,"Improper installation or location of equipment, conductors, cables or raceways
Enclosure is not rated for the environment or conditions of use",3.0,2-.png
EL057,"Improper installation or location of equipment, conductors, cables or raceways
Enclosure is not rated for the environment or conditions of use",3.0,1_.png
EL069,"General
Equipment is not approved for the specific use",3.0,Panel_in_bathroom3.png
EL069,"General
Equipment is not approved for the specific use",3.0,Panel_in_bathroom_6.png
EL069,"General
Equipment is not approved for the specific use",3.0,Panel_in_bathroom_1.png
EL069,"General
Equipment is not approved for the specific use",3.0,Panel_in_bathroom_5.png
EL069,"General
Equipment is not approved for the specific use",3.0,Panel_in_bathroom_7.png
EL069,"General
Equipment is not approved for the specific use",3.0,Panel_in_bathroom_10.png
EL069,"General
Equipment is not approved for the specific use",3.0,Panel_in_bathroom_8.png
EL069,"General
Equipment is not approved for the specific use",3.0,Panel_in_bathroom2.png
EL069,"General
Equipment is not approved for the specific use",3.0,Panel_in_bathroom_4.png
EL069,"General
Equipment is not approved for the specific use",3.0,Panel_in_bathroom_9.png
EL155,"Installation of electrical equipment, EL-15-2014
Equipment is not approved for the specific use or location.",3.0,Interior_control__Box.png
EL155,"Installation of electrical equipment, EL-15-2014
Equipment is not approved for the specific use or location.",3.0,Main_exterior_sign_at_front.png
EL119,"Conductors
Cables, Raceways or conductors are showing signs of wear and will need to be either replaced or repaired.",2.0,Nmd90_in_contact_with_metal_heating_ducts.png
EL151,"Installation of electrical equipment
Entrance to dwelling does not have light.",3.0,Entrance_light_fixture_left_incomplete.png
EL151,"Installation of electrical equipment
Entrance to dwelling does not have light.",3.0,Heat_pump_conductor_unsupported_and_NMD_90_coming_out_of_ground.png
EL147,"Installation of electrical equipment
Separation from combustible material is not provided.",4.0,A.png
GA098,Side wall vent termination not compliant with installation instructions,2.0,Vent_term.png
EL003,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• bare live parts such as busbars, terminals, conductors are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",5.0,Panel_removed_from_energized_panel.png
GA102,"Vent termination non-compliant over public sidewalk, grade, building opening or air supply inlet",3.0,Vent_clearance.png
BP043,1.2.0 Corrosion/PSI Retention - Active local or general corrosion or erosion that causes thinning of a pressure retaining component which reduces the corrosion allowance,2.0,Corrosion_.png
EL249,"Category 1
• Equipment  is damaged and needs to be either replaced or repaired; and 
• Not suitable for continued use.",4.0,Service.png
GA122,Combustion air supply missing,4.0,furnace.png
GA122,Combustion air supply missing,4.0,Water_Heater.png
EL009,"Equipment may not contain thermal energy during fault or overheating event.
Equipment is operating at temperatures in excess of their intended rating; and combustible materials are located in an unacceptable location.
Evidence of charring, discolouration of combustible materials.",5.0,Back_of_receptacle_and_charred_neutral_conductor.png
EL009,"Equipment may not contain thermal energy during fault or overheating event.
Equipment is operating at temperatures in excess of their intended rating; and combustible materials are located in an unacceptable location.
Evidence of charring, discolouration of combustible materials.",5.0,Front_of_the_house.png
EL009,"Equipment may not contain thermal energy during fault or overheating event.
Equipment is operating at temperatures in excess of their intended rating; and combustible materials are located in an unacceptable location.
Evidence of charring, discolouration of combustible materials.",5.0,Front_of_receptacle_.png
EL009,"Equipment may not contain thermal energy during fault or overheating event.
Equipment is operating at temperatures in excess of their intended rating; and combustible materials are located in an unacceptable location.
Evidence of charring, discolouration of combustible materials.",5.0,Back_of_receptacle_.png
EL009,"Equipment may not contain thermal energy during fault or overheating event.
Equipment is operating at temperatures in excess of their intended rating; and combustible materials are located in an unacceptable location.
Evidence of charring, discolouration of combustible materials.",5.0,Receptacle_that_was_arcing_.png
EL009,"Equipment may not contain thermal energy during fault or overheating event.
Equipment is operating at temperatures in excess of their intended rating; and combustible materials are located in an unacceptable location.
Evidence of charring, discolouration of combustible materials.",5.0,Receptacle_.png
EL009,"Equipment may not contain thermal energy during fault or overheating event.
Equipment is operating at temperatures in excess of their intended rating; and combustible materials are located in an unacceptable location.
Evidence of charring, discolouration of combustible materials.",5.0,Receptacle_that_was_arcing.png
GA042,Physical protection of piping and tubing absent.,2.0,1.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,70.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,73.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,74.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,72.png
