"","Insp_Number","Pmt_Number","CREATEDATE","ACTUALENDDATE","SO","Tech_Insp","Phy_Insp","PREFIX_INSPTYPE","DSCP_INSPTYPE","NAME_INSPSTATUS","SO_Evl_1","BCSA_Evl_1","Hzd_Svrty_1","Dscp_Hzd","COMMENTS","VERSIONNUMBER","Dscp_ImChkLstCtgy","AddressLine1_Insp","AddressLine2_Insp","AddressLine3_Insp","StreetType_Insp","City_Insp","Region_Insp","Province_Insp","PostalCode_Insp","Site_Lat","Site_Lon","RAP_Score","AppldDate_Pmt","PM_PERMIT_TYPE","PMTCLASS","PMTSTATUS","Pmt_Holder"
"1911","BPVOP-442310-2015","3313390","9/15/2015","9/16/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4085","DOLLAR",NA,"Road","North Vancouver","Lower Mainland North","BC","V7G1A5",49,-12,125,"8/8/2006","BPV - Operating","Hot Water Boiler","Active","School District 44 - North Vancouver"
"1912","BPVOP-368830-2015","3314400","5/25/2015","5/25/2015","Larry Malmgren","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","","","0 - Compliant","","",3,"","3902","Kenworth",NA,"Highway","Prince George","Northern","BC","V2K1P2",53,-12,NA,"8/9/2006","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Spotless Uniform Ltd"
"1913","BPVOP-128857-2014","3314400","1/27/2014","7/7/2015","Larry Malmgren","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Cancelled","","3_Discretionary","1 - Insignificant","HP Boiler no poor maintenance records","",1,"","3902","Kenworth",NA,"Highway","Prince George","Northern","BC","V2K1P2",53,-12,271,"8/9/2006","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Spotless Uniform Ltd"
"1914","BPVOP-427629-2015","3314400","8/21/2015","8/21/2015","Larry Malmgren","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","3902","Kenworth",NA,"Road","Prince George","Northern","BC","V2K1P2",53,-12,NA,"8/9/2006","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Spotless Uniform Ltd"
"1915","BPVOP-463573-2015","3314505","10/20/2015","10/20/2015","Vladimir Revenko","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","1 - Insignificant","","",1,"Checklists for Boiler Technology","31785","MARSHALL",NA,"Road","Abbotsford","Lower Mainland South","BC","V2T5Z8",49,-12,236,"8/9/2006","BPV - Operating","Refrigeration","Active","VersaCold Logistics Services"
"1916","BPVOP-335734-2015","3317397","3/18/2015","3/18/2015","","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","3 - Moderate","There is always risk for ammonia leak.","",1,"Checklist for Boiler Technology","300","IOCO",NA,"Road","Port Moody","Lower Mainland North","BC","V3H2V7",49,-12,NA,"8/15/2006","BPV - Operating","Unfired Pressure Vessel - Designated","Active","Port Moody, City Of"
"1917","BPVOP-335764-2015","3317399","3/18/2015","3/18/2015","","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","300","IOCO",NA,"Road","Port Moody","Lower Mainland North","BC","V3H2V7",49,-12,NA,"8/15/2006","BPV - Operating","Unfired Pressure Vessel - Designated","Active","Port Moody, City Of"
"1918","BPVOP-335798-2015","3317403","3/18/2015","3/18/2015","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","300","IOCO",NA,"Road","Port Moody","Lower Mainland North","BC","V3H2V7",49,-12,NA,"8/15/2006","BPV - Operating","Unfired Pressure Vessel - Designated","Active","Port Moody, City Of"
"1919","BPVOP-335802-2015","3317407","3/18/2015","3/18/2015","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","300","IOCO",NA,"Road","Port Moody","Lower Mainland North","BC","V3H2V7",49,-12,NA,"8/15/2006","BPV - Operating","Unfired Pressure Vessel - Designated","Active","Port Moody, City Of"
"1920","BPVOP-336471-2015","3317411","3/19/2015","3/19/2015","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","300","IOCO",NA,"Road","Port Moody","Lower Mainland North","BC","V3H2V7",49,-12,NA,"8/15/2006","BPV - Operating","Unfired Pressure Vessel - Designated","Active","Port Moody, City Of"
"1921","BPVOP-336464-2015","3317428","3/19/2015","3/19/2015","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","300","IOCO",NA,"Road","Port Moody","Lower Mainland North","BC","V3H2V7",49,-12,NA,"8/15/2006","BPV - Operating","Unfired Pressure Vessel - Designated","Active","Port Moody, City Of"
"1922","BPVOP-336478-2015","3318104","3/19/2015","3/19/2015","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","2 - Minor","","",1,"Checklist for Boiler Technology","300","IOCO",NA,"Road","Port Moody","Lower Mainland North","BC","V3H2V7",49,-12,NA,"8/16/2006","BPV - Operating","Unfired Pressure Vessel - Designated","Active","Port Moody, City Of"
"1923","BPVOP-336511-2015","3318107","3/19/2015","3/19/2015","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","300","IOCO",NA,"Road","Port Moody","Lower Mainland North","BC","V3H2V7",49,-12,NA,"8/16/2006","BPV - Operating","Unfired Pressure Vessel - Designated","Active","Port Moody, City Of"
"1924","BPVOP-336513-2015","3318111","3/19/2015","3/19/2015","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","300","IOCO",NA,"Road","Port Moody","Lower Mainland North","BC","V3H2V7",49,-12,NA,"8/16/2006","BPV - Operating","Unfired Pressure Vessel - Designated","Active","Port Moody, City Of"
"1925","BPVOP-336518-2015","3318114","3/19/2015","3/19/2015","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","300","IOCO",NA,"Road","Port Moody","Lower Mainland North","BC","V3H2V7",49,-12,NA,"8/16/2006","BPV - Operating","Unfired Pressure Vessel - Designated","Active","Port Moody, City Of"
"1926","BPVOP-428318-2015","3318986","8/23/2015","8/28/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1204","CALEDONIA",NA,"Street","North Vancouver","Lower Mainland North","BC","V7G2A6",49,-12,125,"8/18/2006","BPV - Operating","Hot Water Boiler","Active","School District 44 - North Vancouver"
"1927","BPVOP-336523-2015","3319679","3/19/2015","3/19/2015","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","300","IOCO",NA,"Road","Port Moody","Lower Mainland North","BC","V3H2V7",49,-12,NA,"8/21/2006","BPV - Operating","Unfired Pressure Vessel - Designated","Active","Port Moody, City Of"
"1928","BPVOP-014869-2013","3325558","5/20/2013","2/18/2015","Surinder Morsara","BP","N","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","","","",NA,"","300","IOCO",NA,"Road","Port Moody","Lower Mainland North","BC","V3H2V7",49,-12,338,"9/5/2006","BPV - Operating","Refrigeration","Active","Port Moody, City Of"
"1929","BPVOP-336539-2015","3325558","3/19/2015","3/19/2015","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","300","IOCO",NA,"Road","Port Moody","Lower Mainland North","BC","V3H2V7",49,-12,NA,"9/5/2006","BPV - Operating","Refrigeration","Active","Port Moody, City Of"
"1930","BPVOP-061772-2013","3325960","9/11/2013","12/21/2015","Asif Zuberi","BP","N","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","","","",NA,"","","PRECISION CO# 302",NA,"","Out Of Province","Lower Mainland North","BC","",NA,NA,415,"9/5/2006","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","Precision Drilling, A Div Of Precision Drilling Canada"
"1931","BPVOP-002809-2013","3325961","4/18/2013","12/21/2015","Asif Zuberi","BP","Y","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Passed","","4_Mandatory","1 - Insignificant","","",NA,"","","PRECISION DRILL 103",NA,"","Fort St. John","Northern","BC","",NA,NA,485,"9/5/2006","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","Precision Drilling, A Div Of Precision Drilling Canada"
"1932","BPVOP-115991-2013","3325962","12/24/2013","12/22/2015","Asif Zuberi","BP","N","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","","","",NA,"","","PRECISION DRILL 205",NA,"","Out Of Province","Lower Mainland North","BC","",NA,NA,380,"9/5/2006","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","Precision Drilling, A Div Of Precision Drilling Canada"
"1933","BPVOP-002813-2013","3325963","4/18/2013","12/21/2015","Asif Zuberi","BP","Y","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Passed","","4_Mandatory","1 - Insignificant","","",NA,"","","PRECISION DRILL 358",NA,"","Fort St. John","Northern","BC","",NA,NA,485,"9/5/2006","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Precision Drilling, A Div Of Precision Drilling Canada"
"1934","BPVOP-046652-2013","3325965","8/4/2013","12/21/2015","Asif Zuberi","BP","Y","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Passed","","4_Mandatory","1 - Insignificant","","",NA,"","","PRECISION CO# 92",NA,"","Fort St. John","Northern","BC","",NA,NA,485,"9/5/2006","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","Precision Drilling, A Div Of Precision Drilling Canada"
"1935","BPVOP-453291-2015","3326625","10/1/2015","10/27/2015","Vladimir Revenko","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","2545","MCCALLUM",NA,"Road","Abbotsford","Lower Mainland South","BC","V2S3R1",49,-12,211,"9/6/2006","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Blaylock Surgical Centre"
"1936","BPVOP-439575-2015","3327339","9/11/2015","8/27/2015","Grover Sharp","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"","1655","128TH",NA,"Street","Surrey","Lower Mainland South","BC","V4A3V2",49,-12,NA,"9/7/2006","BPV - Operating","Unfired Pressure Vessel - Designated","Active","Master Care One Hour Dry Cleaners"
"1937","BPVOP-439614-2015","3327351","9/11/2015","8/27/2015","Grover Sharp","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"","1655","128TH",NA,"Street","Surrey","Lower Mainland South","BC","V4A3V2",49,-12,NA,"9/7/2006","BPV - Operating","Unfired Pressure Vessel - Designated","Active","Master Care One Hour Dry Cleaners"
"1938","BPVOP-267361-2014","3327629","10/30/2014","7/7/2015","Larry Malmgren","BP","N","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","","","",NA,"","","SITE IDLE",NA,"","Fort Nelson","Northern","BC","",NA,NA,505,"9/8/2006","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","Precision Drilling, A Div Of Precision Drilling Canada"
"1939","BPVOP-453290-2015","3336290","10/1/2015","10/27/2015","Vladimir Revenko","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","Test all controls and safeties and provid",1,"Non-Compliances for Boiler Technology","2545","MCCALLUM",NA,"Road","Abbotsford","Lower Mainland South","BC","V2S3R1",49,-12,415,"9/13/2006","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Blaylock Surgical Centre"
"1940","BPVOP-502779-2015","3338513","12/29/2015","8/4/2015","Doug Bramley","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"","5904","COWRIE",NA,"Street","Sechelt","Lower Mainland North","BC","V0N3A0",49,-12,NA,"9/18/2006","BPV - Operating","Unfired Pressure Vessel - Designated","Active","School District 46"
"1941","BPVOP-362350-2015","3340139","5/10/2015","5/15/2015","Vladimir Revenko","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","2052","272",NA,"Street","Aldergrove","Lower Mainland South","BC","V4W2R1",49.0397452,-122.4706055,NA,"9/21/2006","BPV - Operating","Refrigeration","Cancelled","South Alder Farms Ltd."
"1942","BPVOP-323806-2015","3342358","2/24/2015","2/12/2015","Grover Sharp","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"","17886","55",NA,"Avenue","Cloverdale","Lower Mainland South","BC","V3S6C8",49,-12,NA,"9/26/2006","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Air Liquide Canada"
"1943","BPVOP-367406-2015","3344300","5/21/2015","5/21/2015","Paramjit Banga","BP","Y","BPVOP","BPV Operating: Repair Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1345","CLIVEDEN",NA,"Avenue","Annacis Island","Lower Mainland North","BC","V3M6C7",49,-12,NA,"9/29/2006","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Original Cakerie Ltd."
"1944","BPVOP-336528-2015","3362692","3/19/2015","3/19/2015","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","300","IOCO",NA,"Road","Port Moody","Lower Mainland North","BC","V3H2V7",49,-12,NA,"10/23/2006","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Port Moody, City Of"
"1945","BPVOP-336531-2015","3362693","3/19/2015","3/19/2015","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","300","IOCO",NA,"Road","Port Moody","Lower Mainland North","BC","V3H2V7",49,-12,NA,"10/23/2006","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Port Moody, City Of"
"1946","BPVOP-483512-2015","3367804","11/23/2015","11/25/2015","Vladimir Revenko","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","2 - Minor","","""Ensure that pressure controls are regula",1,"Non-Compliances for Boiler Technology","31171","PEARDONVILLE",NA,"Road","Abbotsford","Lower Mainland South","BC","V2T6K6",49,-12,83,"11/1/2006","BPV - Operating","Unfired Pressure Vessel - Regular","Active","K & R Poultry Ltd"
"1947","BPVOP-002812-2013","3386125","4/18/2013","12/23/2015","Asif Zuberi","BP","N","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","","","",NA,"","","NABORS DRILL",NA,"","Fort St. John","Northern","BC","",NA,NA,414,"11/24/2006","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","C&J Energy Services, Inc."
"1948","BPVOP-474076-2015","3389670","11/5/2015","11/5/2015","Paramjit Banga","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4715","PANDORA",NA,"Street","Burnaby","Lower Mainland North","BC","V5C2C2",49,-12,NA,"12/5/2006","BPV - Operating","Unfired Pressure Vessel - Regular","Active","School District 41"
"1949","BPVOP-375654-2015","3391983","6/2/2015","5/25/2015","Richard Naysmith","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","9020","YOUNG",NA,"Road","Chilliwack","Lower Mainland South","BC","V2P4R8",49,-12,NA,"12/11/2006","BPV - Operating","Unfired Pressure Vessel - Designated","Active","Kings Dry Cleaners"
"1950","BPVOP-002792-2013","3409516","4/18/2013","12/16/2015","Asif Zuberi","BP","Y","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Passed","","4_Mandatory","1 - Insignificant","","",NA,"","","TRINDAD DRILL RIG T67",NA,"","Fort St. John","Northern","BC","",NA,NA,485,"12/21/2006","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","Trinidad Drilling Ltd"
"1951","BPVOP-002791-2013","3409524","4/18/2013","12/16/2015","Asif Zuberi","BP","Y","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Passed","","4_Mandatory","1 - Insignificant","","",NA,"","","TRINDAD DRILL  T90",NA,"","Fort St. John","Northern","BC","",NA,NA,485,"12/21/2006","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","Trinidad Drilling Ltd"
"1952","BPVOP-002790-2013","3409533","4/18/2013","12/16/2015","Asif Zuberi","BP","Y","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Passed","","4_Mandatory","1 - Insignificant","","",NA,"","","TRINDAD DRILL  T91",NA,"","Fort St. John","Northern","BC","",NA,NA,485,"12/21/2006","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","Trinidad Drilling Ltd"
"1953","BPVOP-502556-2015","3413212","12/29/2015","3/11/2015","Doug Bramley","BP","Y","BPVOP","BPV Operating: Miscellaneous Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"","1278","HASTINGS",NA,"Street","Vancouver","Lower Mainland North","BC","V6A1S6",49,-12,NA,"12/28/2006","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Claymore Clothes Ltd"
"1954","BPVOP-362075-2015","3425621","5/8/2015","5/7/2015","Terry Behm","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Failed","2_Physical Inspection","","2 - Minor","Safety valves exceed maximum service interval","Safety valves exceded maximum service int",1,"Checklist for Boiler Technology","3333","UNIVERSITY",NA,"Way","Prince George","Northern","BC","V2L5P2",53,-12,NA,"1/10/2007","BPV - Operating","Hot Water Boiler","Active","University Of Northern BC"
"1955","BPVOP-437553-2015","3426593","9/8/2015","9/18/2015","Vladimir Revenko","BP","N","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Cancelled","","","","","",1,"","2272","WINDSOR",NA,"Road","Clearbrook","Lower Mainland South","BC","V2S5W6",49,-12,212,"1/12/2007","BPV - Operating","Hot Water Boiler","Cancelled","School District 34 - Abbotsford"
"1956","BPVOP-002973-2013","3427472","4/18/2013","12/22/2015","Asif Zuberi","BP","Y","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Passed","","4_Mandatory","1 - Insignificant","","",NA,"","","PRECISION DRILL 98",NA,"","Fort St. John","Northern","BC","",NA,NA,485,"1/15/2007","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","Precision Drilling, A Div Of Precision Drilling Canada"
"1957","BPVOP-475310-2015","3427653","11/9/2015","11/4/2015","Terry Behm","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","3333","UNIVERSITY",NA,"Way","Prince George","Northern","BC","V2L5P2",53,-12,NA,"1/16/2007","BPV - Operating","Refrigeration","Active","University Of Northern BC"
"1958","BPVOP-475323-2015","3427655","11/9/2015","11/4/2015","Terry Behm","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","3333","UNIVERSITY",NA,"Way","Prince George","Northern","BC","V2L5P2",53,-12,NA,"1/16/2007","BPV - Operating","Refrigeration","Active","University Of Northern BC"
"1959","BPVSP-456654-2015","3430996","10/7/2015","10/7/2015","Gregory Endean","BP","Y","BPVSP","BPV Special Plant Registration & Operation: General Supervision Audit Assessment","Failed","","","2 - Minor","","Review of Log book Oct 7th, did not show",1,"Non-Compliances for Boiler Technology","1272","DERWENT",NA,"Way","Annacis Island","Lower Mainland North","BC","V3M5R1",49,-12,NA,"1/23/2007","BPV - Special Plant Registration & Operation","General Supervision or Risk Assessed","Active","Chapman Burner And Heating Service Ltd."
"1960","BPVOP-501468-2015","3431887","12/23/2015","12/18/2015","Markus Kootnikoff","BP","Y","BPVOP","BPV Operating: Re-Inspection Assessment - REF/PV","Passed","2_Physical Inspection","","2 - Minor","","",1,"","1890","KELLY DOUGLAS",NA,"Road","Kamloops","Interior","BC","V2C5S5",50,-12,NA,"1/24/2007","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Kal Tire Band & Lug Plant"
"1961","BPVOP-457726-2015","3433012","10/8/2015","10/5/2015","Markus Kootnikoff","BP","Y","BPVOP","BPV Operating: Miscellaneous Assessment - Boiler","Passed","2_Physical Inspection","","2 - Minor","","Qualified Power Engineer onsite",1,"Non-Compliances for Boiler Technology","9200","HOLDING",NA,"Road","Chase","Interior","BC","V0E1M2",NA,NA,NA,"1/29/2007","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Interfor Corporation"
"1962","BPVOP-495737-2015","3433913","12/14/2015","10/19/2015","Terry Behm","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1250","BROWNMILLER",NA,"Road","Quesnel","Interior","BC","V2J3J5",52,-12,NA,"1/30/2007","BPV - Operating","Thermal Fluid & Steam Boiler","Active","West Fraser Mills Ltd"
"1963","BPVOP-496077-2015","3433915","12/15/2015","10/19/2015","Terry Behm","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1250","BROWNMILLER",NA,"Road","Quesnel","Interior","BC","V2J3J5",52,-12,NA,"1/30/2007","BPV - Operating","Thermal Fluid & Steam Boiler","Active","West Fraser Mills Ltd"
"1964","BPVOP-046651-2013","3436615","8/4/2013","12/22/2015","Asif Zuberi","BP","N","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","","","",NA,"","","PRECISION CO#41",NA,"","Fort St. John","Northern","BC","",NA,NA,414,"2/5/2007","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","Precision Drilling, A Division Of Precision Drilling Ltd"
"1965","BPVOP-002965-2013","3437923","4/18/2013","12/23/2015","Asif Zuberi","BP","N","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","","","",NA,"","","NABORS PRODUCTION 16085",NA,"","Fort St. John","Northern","BC","",NA,NA,414,"2/7/2007","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","C&J Energy Services, Inc."
"1966","BPVOP-448816-2015","3438746","9/24/2015","9/24/2015","Gregory Endean","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","","","2 - Minor","","overdue for change",1,"Checklist for Boiler Technology","8087","120",NA,"Street","Delta","Lower Mainland North","BC","V4C6P7",49,-12,NA,"2/8/2007","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Kasgul Enterprises Ltd"
"1967","BPVOP-482131-2015","3447571","11/20/2015","11/5/2015","Trevor Emsley","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","","","1 - Insignificant","","",1,"","3690","RICHMOND",NA,"Road","Victoria","Vancouver Island","BC","V8P4R6",48,-12,NA,"2/20/2007","BPV - Operating","Hot Water Boiler","Active","Juan De Fuca Hospital"
"1968","BPVOP-502992-2015","3450971","12/30/2015","11/19/2015","Doug Bramley","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","","","2 - Minor","GENERAL CORROSION","",1,"","7747","CHAMPLAIN",NA,"Crescent","Vancouver","Lower Mainland North","BC","V5S4J6",49,-12,NA,"2/27/2007","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Georges Cleaners"
"1969","BPVOP-468960-2015","3451592","10/29/2015","10/29/2015","Richard Naysmith","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","permit expired 8/31/2015",1,"Administrative Findings","9435","YOUNG",NA,"Street","Chilliwack","Lower Mainland South","BC","V2P2P9",49.1737415,-121.9526132,209,"2/28/2007","BPV - Operating","Unfired Pressure Vessel - Regular","Expired","School District 33 - Chilliwack"
"1970","BPVOP-413991-2015","3451947","7/27/2015","7/23/2015","Terry Behm","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Failed","2_Physical Inspection","","2 - Minor","Leaking gasket on lower handhole and on water colume head. drain required on safety valve pipe to atmosphere.","",1,"","415","MCLEAN",NA,"Street","Quesnel","Interior","BC","V2J2P3",52,-12,NA,"3/1/2007","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Super Suds Laundromat & Drycleaners Ltd"
"1971","BPVOP-429203-2015","3451947","8/24/2015","9/22/2015","Terry Behm","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",2,"","415","MCLEAN",NA,"Street","Quesnel","Interior","BC","V2J2P3",52,-12,271,"3/1/2007","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Super Suds Laundromat & Drycleaners Ltd"
"1972","BPVOP-315204-2015","3456336","2/4/2015","2/4/2015","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","215","12",NA,"Street","New Westminster","Lower Mainland North","BC","V3M4H6",49.2020087,-122.923332,NA,"3/12/2007","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Strata Plan Lms 2687"
"1973","BPVOP-315198-2015","3456340","2/4/2015","2/4/2015","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","215","12",NA,"Street","New Westminster","Lower Mainland North","BC","V3M4H6",49.2020087,-122.923332,NA,"3/12/2007","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Strata Plan Lms 2687"
"1974","BPVOP-347783-2015","3456751","4/13/2015","4/13/2015","Jack Wellwood","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Failed","","","3 - Moderate","Boiler feedwater pump as found would not provide the code required Pressure -ASME  Sec-I PG-61.1","Replace or rebuilt the pump so that it ca",1,"Non-Compliances for Boiler Technology","38061","ATKINSON",NA,"Road","Abbotsford","Lower Mainland South","BC","V3G2G6",49,-12,NA,"3/12/2007","BPV - Operating","Thermal Fluid & Steam Boiler","Active","White Cap Mushrooms"
"1975","BPVOP-344164-2015","3463578","4/4/2015","4/1/2015","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","711","5TH",NA,"Avenue","New Westminster","Lower Mainland North","BC","V3M1X6",49.2109147,-122.9201563,NA,"3/13/2007","BPV - Operating","Hot Water Boiler","Cancelled","York House Holdings"
