"","Insp_Number","Pmt_Number","CREATEDATE","ACTUALENDDATE","SO","Tech_Insp","Phy_Insp","PREFIX_INSPTYPE","DSCP_INSPTYPE","NAME_INSPSTATUS","SO_Evl_1","BCSA_Evl_1","Hzd_Svrty_1","Dscp_Hzd","COMMENTS","VERSIONNUMBER","Dscp_ImChkLstCtgy","AddressLine1_Insp","AddressLine2_Insp","AddressLine3_Insp","StreetType_Insp","City_Insp","Region_Insp","Province_Insp","PostalCode_Insp","Site_Lat","Site_Lon","RAP_Score","AppldDate_Pmt","PM_PERMIT_TYPE","PMTCLASS","PMTSTATUS","Pmt_Holder"
"130","AMOP-571316-2016","2040845","5/4/2016","5/5/2016","Kevan McIntosh","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","","","2 - Minor","Repair sharp edges in fiberglass.","(7 days) Operators booth frame has weld c",1,"Non-Compliances for Amusement Devices Technology","7120","205",NA,"Street","Langley","Lower Mainland South","BC","V2Y1T1",49.1320256,-122.6543287,NA,"2/3/1992","AM - Operating","Kiddie Rides","Active","R F Hauser Shows Ltd, Robert / Wendy Hauser"
"131","AMOP-572578-2016","2046870","5/6/2016","5/5/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","","","2 - Minor","Platform pin and sleeve connections have pins missing.","(1 day) Several R clips missing from fron",1,"Non-Compliances for Amusement Devices Technology","6014","VEDDER",NA,"Road","Chilliwack","Lower Mainland South","BC","V2R5P5",49.1119489,-121.9546505,NA,"9/20/2000","AM - Operating","Major Rides","Active","R F Hauser Shows Ltd, Robert / Wendy Hauser"
"132","AMOP-571539-2016","4852640","5/4/2016","5/5/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Seat lock monitors not working.","(7 days) Entrance gate hing, not properly",1,"Non-Compliances for Amusement Devices Technology","6014","VEDDER",NA,"Road","Chilliwack","Lower Mainland South","BC","V2R5P5",49.1119489,-121.9546505,NA,"8/22/2011","AM - Operating","Major Rides","Active","R F Hauser Shows Ltd, Robert / Wendy Hauser"
"133","AMOP-566250-2016","AM-359673-2016","4/26/2016","5/6/2016","David Looney","AM","Y","AMOP","AM Operating: Operational Assessment","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","5128C","SOOKE",NA,"Road","Sooke","Vancouver Island","BC","V9Z0E2",NA,NA,NA,"3/9/2016","AM - Operating","Zipline","Cancelled","Adrena Line Zipline Adventure Tours"
"134","AMIN-572889-2016","AM-381029-2016","5/6/2016","5/6/2016","Cam Surine","AM","Y","AMIN","AM Installation: Inflatable Acceptance Audit Assessment","Passed","","","0 - Compliant","Inflatable device audit.","",1,"","9615","96",NA,"Avenue","Fort St. John","Northern","BC","V1J3Z5",56.2520413,-120.8474305,NA,"4/27/2016","AM - New Installation","Inflatable Devices","Closed","City Of Fort St John"
"135","AMIN-572876-2016","AM-381036-2016","5/6/2016","5/6/2016","Cam Surine","AM","Y","AMIN","AM Installation: Inflatable Acceptance Audit Assessment","Passed","","","0 - Compliant","","",1,"","9615","96",NA,"Avenue","Fort St. John","Northern","BC","V1J3Z5",56.2520413,-120.8474305,NA,"4/27/2016","AM - New Installation","Inflatable Devices","Closed","City Of Fort St John"
"136","AMOP-574104-2016","AM-272611-2015","5/10/2016","5/10/2016","Cam Surine","AM","N","AMOP","AM Operating: Operational Assessment","Conditional Passed","","","N/A - Not Applicable","No physical assessment performed.","(30 Days) Provide to the BC Safety Author",1,"Non-Compliances for Amusement Devices Technology","1100","Hillside",NA,"Drive","Kamloops","Interior","BC","V2E2N1",50.6612612,-120.3697176,NA,"7/31/2015","AM - Operating","Inflatable Devices","Active","Slide the City Canada LLC"
"137","AMOP-570600-2016","2046363","5/3/2016","5/10/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","0 - Compliant","","(7 days) Contractors licence associated w",1,"Non-Compliances for Amusement Devices Technology","16529","FRASER",NA,"Highway","Surrey","Lower Mainland South","BC","V3S2X4",49.1619469,-122.7906669,NA,"9/8/1999","AM - Operating","Waterslide","Active","City Of Surrey - Outdoor Pools"
"138","AMOP-574340-2016","2050474","5/10/2016","5/10/2016","Rolf Lutje","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Although the the ride operates without issues within the clearance perimeter that is provided the ride clearance perimeter is suspected of being inadequate. The operating contractor was unable to determine the manufacturer's minimum clearance perimeter.","(1 days) or prior to public operations. C",1,"Non-Compliances for Amusement Devices Technology","10956","SCARBOROUGH",NA,"Drive","Delta","Lower Mainland South","BC","V4C7W9",49.1427527,-122.9176335,NA,"12/1/1985","AM - Operating","Kiddie Rides","Expired","Louis Medeiros"
"139","AMOP-574331-2016","2053351","5/10/2016","5/10/2016","Rolf Lutje","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","3 - Moderate","It was observed that components of 2 of the personnel carrying unit (PCU) are making contact with the sweep arm when rotated.

It is not known with certainty, but it may be possible that during the ride cycle this condition could result in a hazard in whi","(7 days) Noted that the electrical lighti",1,"Non-Compliances for Amusement Devices Technology","10956","SCARBOROUGH",NA,"Drive","Delta","Lower Mainland South","BC","V4C7W9",49.1427527,-122.9176335,NA,"12/1/1979","AM - Operating","Major Rides","Expired","Louis Medeiros"
"140","AMOP-575104-2016","2046713","5/11/2016","5/11/2016","Cam Surine","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Broken entrance stair railing weld","(30 Days) Remove rust and scale and resto",1,"Non-Compliances for Amusement Devices Technology","2901","HASTINGS",NA,"Street","Vancouver","Lower Mainland North","BC","",49.2838829,-123.0371171,NA,"5/16/2000","AM - Operating","Major Rides","Active","Pacific National Exhibition"
"141","AMOP-575100-2016","AM-254873-2015","5/11/2016","5/11/2016","Cam Surine","AM","Y","AMOP","AM Operating: Periodic Assessment","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","2901","HASTINGS",NA,"Street","Vancouver","Lower Mainland North","BC","V5K5J1",49.2838829,-123.0371171,NA,"6/17/2015","AM - Operating","Major Rides","Active","Pacific National Exhibition"
"142","AMOP-567435-2016","3805010","4/27/2016","5/11/2016","David Looney","AM","N","AMOP","AM Operating: Incident  Assessment","Cancelled","","","","","",1,"","","Fernie",NA,"Mountain","Fernie","Interior","BC","",NA,NA,NA,"6/23/2008","AM - Operating","Inflatable Devices","Active","Resorts Of The Canadian Rockies (Fernie Alpine Resort)"
"143","AMOP-570595-2016","3235763","5/3/2016","5/11/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Minor scratching on running surface.","(90 days) or at next shutdown, running su",1,"Non-Compliances for Amusement Devices Technology","6260","KILLARNEY",NA,"Street","Vancouver","Lower Mainland North","BC","V5S2X7",49.2258945,-123.0456036,NA,"5/3/2006","AM - Operating","Waterslide","Active","Vancouver Board Of Parks & Recreation, Po # 4500510243"
"144","AMOP-567644-2016","3486696","4/28/2016","5/12/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Loose entrance gate.","(30 days) Multiple weld cracks found on r",1,"Non-Compliances for Amusement Devices Technology","2901","HASTINGS",NA,"Street","Vancouver","Lower Mainland North","BC","",49.2838829,-123.0371171,NA,"4/23/2007","AM - Operating","Major Rides","Active","Pacific National Exhibition"
"145","AMOP-575758-2016","2053202","5/12/2016","5/12/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Passed","","","0 - Compliant","","",1,"","2901","HASTINGS",NA,"Street","Vancouver","Lower Mainland North","BC","",49.2838829,-123.0371171,NA,"12/1/1976","AM - Operating","Major Rides","Active","Pacific National Exhibition"
"146","AMOP-575766-2016","2052356","5/12/2016","5/12/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","","","1 - Insignificant","Loose hand rails.","(3 days) Loose screws on rubber hand prot",1,"Non-Compliances for Amusement Devices Technology","2901","HASTINGS",NA,"Street","Vancouver","Lower Mainland North","BC","",49.2838829,-123.0371171,NA,"6/1/1985","AM - Operating","Major Rides","Active","Pacific National Exhibition"
"147","AMOP-575564-2016","2053227","5/12/2016","5/12/2016","Cam Surine","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Minor cracks found in PCU restraint cage.","(7 Days) or prior to operating for public",1,"Non-Compliances for Amusement Devices Technology","2901","HASTINGS",NA,"Street","Vancouver","Lower Mainland North","BC","",49.2838829,-123.0371171,NA,"12/1/1975","AM - Operating","Major Rides","Active","Pacific National Exhibition"
"148","AMOP-575908-2016","7202-0","5/12/2016","5/12/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Weld crack on base.","(3 days) One base leg has cracked weld in",1,"Non-Compliances for Amusement Devices Technology","6982","206TH",NA,"Street","Langley City","Lower Mainland South","BC","V2Y1P9",49.1295576,-122.6515794,NA,"12/1/1977","AM - Operating","Major Rides","Active","West Coast Amusements Ltd"
"149","AMOP-575903-2016","2039159","5/12/2016","5/12/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Tighten restraint eye bolts.","(7 days) Panel in. 3rd car loose, and swi",1,"Non-Compliances for Amusement Devices Technology","7120","205",NA,"Street","Langley","Lower Mainland South","BC","V2Y1T1",49.1320256,-122.6543287,NA,"8/1/1989","AM - Operating","Kiddie Rides","Active","R F Hauser Shows Ltd, Robert / Wendy Hauser"
"150","AMOP-575913-2016","2053192","5/12/2016","5/12/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Minor cracking on stair cases.","(120 days) Hairline cracks present at the",1,"Non-Compliances for Amusement Devices Technology","6982","206TH",NA,"Street","Langley","Lower Mainland South","BC","V2Y1R2",49.1295575,-122.651562,NA,"12/1/1977","AM - Operating","Major Rides","Active","West Coast Amusements Ltd"
"151","AMOP-576615-2016","2045536","5/13/2016","5/13/2016","Cam Surine","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Ride electrical conductors routed to close to adjacent ride fencing. Conductors could be damaged by people stepping on conductors.","(7 Days) or prior to operating for public",1,"Non-Compliances for Amusement Devices Technology","2901","HASTINGS",NA,"Street","Vancouver","Lower Mainland North","BC","",49.2838829,-123.0371171,NA,"5/13/1998","AM - Operating","Major Rides","Active","Pacific National Exhibition"
"152","AMOP-577541-2016","2053156","5/16/2016","5/16/2016","Rolf Lutje","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Deck joint plate fasteners which prevent the pie shaped sections of the rotating deck from separating when rotating have broken or pulled out at multiple locations. The separating gaps in the rotating deck could present a pinching hazard to persons standi","(1 days) BCSA records indicate amusement",1,"Non-Compliances for Amusement Devices Technology","6501","DEER LAKE",NA,"Avenue","Burnaby","Lower Mainland North","BC","V5G1M2",49.2414326,-122.9684461,NA,"4/27/1978","AM - Operating","Kiddie Rides","Active","Burnaby Village Museum"
"153","AMOP-578150-2016","4753018","5/16/2016","5/17/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Minor chipping on running surface.","(14 days) Last set of stairs from top, le",1,"Non-Compliances for Amusement Devices Technology","4150","COLUMBIA VALLEY",NA,"Highway","Cultus Lake","Lower Mainland South","BC","V2R5H6",NA,NA,NA,"5/18/2011","AM - Operating","Waterslide","Active","Cultus Lake Waterpark Ltd"
"154","AMOP-578153-2016","4753020","5/16/2016","5/17/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Tighten handrails.","(14 days) Missing nut on baseplate, at tu",1,"Non-Compliances for Amusement Devices Technology","4150","COLUMBIA VALLEY",NA,"Highway","Cultus Lake","Lower Mainland South","BC","V2R5H6",NA,NA,NA,"5/18/2011","AM - Operating","Waterslide","Active","Cultus Lake Waterpark Ltd"
"155","AMOP-578155-2016","4753022","5/16/2016","5/17/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Minor chip repair required.","(14 days) Nut missing from baseplate at e",1,"Non-Compliances for Amusement Devices Technology","4150","COLUMBIA VALLEY",NA,"Highway","Cultus Lake","Lower Mainland South","BC","V2R5H6",NA,NA,NA,"5/18/2011","AM - Operating","Waterslide","Active","Cultus Lake Waterpark Ltd"
"156","AMOP-578533-2016","3801351","5/17/2016","5/17/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Tighten handrail.","(14 days) Hand rail at bottom of stairwel",1,"Non-Compliances for Amusement Devices Technology","4150","COLUMBIA VALLEY",NA,"Highway","Cultus Lake","Lower Mainland South","BC","V2R5H6",NA,NA,NA,"6/16/2008","AM - Operating","Waterslide","Active","Cultus Lake Waterpark Ltd"
"157","AMIN-579046-2016","AM-286312-2015","5/17/2016","5/17/2016","Cam Surine","AM","Y","AMIN","AM Installation: Acceptance Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Checklist item #8- Ride not yet in use for the public.","(3 Days) or prior to operation for public",1,"Non-Compliances for Amusement Devices Technology","2950","CAMOZZI",NA,"Road","Revelstoke","Interior","BC","V0E2S1",NA,NA,NA,"9/9/2015","AM - New Installation","Major Rides","Closed","Revelstoke Mountain Resort Limited Partnership"
"158","AMOP-575346-2016","3805010","5/11/2016","5/17/2016","David Looney","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","","( 7 days) Ensure that the unit is correct",1,"Non-Compliances for Amusement Devices Technology","","Fernie",NA,"Mountain","Fernie","Interior","BC","",NA,NA,NA,"6/23/2008","AM - Operating","Inflatable Devices","Active","Resorts Of The Canadian Rockies (Fernie Alpine Resort)"
"159","AMOP-567433-2016","5143005","4/27/2016","5/17/2016","David Looney","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","","(30 days) Provide BCSA with a copy of Cha",1,"Non-Compliances for Amusement Devices Technology","5339","FERNIE SKI HILL",NA,"Road","Fernie","Interior","BC","V0B1M6",49.462703,-115.0857393,NA,"6/25/2012","AM - Operating","Zipline","Active","Resorts of the Canadian Rockies Inc (Fernie Alpine Resort)"
"160","AMOP-578518-2016","2037097","5/17/2016","5/17/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Section of flume requires further support at saddle mount.","(7 days) First saddle support from bottom",1,"Non-Compliances for Amusement Devices Technology","4150","COLUMBIA VALLEY",NA,"Highway","Cultus Lake","Lower Mainland South","BC","V2R5H6",NA,NA,NA,"5/1/1985","AM - Operating","Waterslide","Active","Cultus Lake Waterpark Ltd"
"161","AMOP-578529-2016","2037096","5/17/2016","5/17/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4150","COLUMBIA VALLEY",NA,"Highway","Cultus Lake","Lower Mainland South","BC","V2R5H6",NA,NA,NA,"5/1/1985","AM - Operating","Waterslide","Active","Cultus Lake Waterpark Ltd"
"162","AMOP-578513-2016","2037098","5/17/2016","5/17/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Repair weld crack.","(14 days) There is a weld crack, at one o",1,"Non-Compliances for Amusement Devices Technology","4150","COLUMBIA VALLEY",NA,"Highway","Cultus Lake","Lower Mainland South","BC","V2R5H6",NA,NA,NA,"5/1/1985","AM - Operating","Waterslide","Active","Cultus Lake Waterpark Ltd"
"163","AMOP-580739-2016","2044502","5/20/2016","5/18/2016","Cam Surine","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","3 - Moderate","During a periodic inspection it was found that structural members of the waterslide are decaying due to corrosion. The decay of some of the steel members have presented a cut/ catch hazard, particularly on the access stairwell where guest are expected to","(30 Days) Remit payment for the Comfort I",1,"Non-Compliances for Amusement Devices Technology","1810","ROGERS",NA,"Place","Kamloops","Interior","BC","V1S1R5",50.6516278,-120.3680722,NA,"11/12/1996","AM - Operating","Waterslide","Active","476687 BC Ltd. DBA Comfort Inn"
"164","AMOP-580993-2016","4853104","5/20/2016","5/18/2016","Cam Surine","AM","N","AMOP","AM Operating: Operational Assessment","Conditional Passed","","","N/A - Not Applicable","No physical inspection performed.","""(7 Days) Provide to the BC Safety Author",1,"Non-Compliances for Amusement Devices Technology","221","SHEPHERD",NA,"Road","Chase","Interior","BC","V0E1M0",50.8171693,-119.6922058,NA,"8/23/2011","AM - Operating","Zipline","Active","Chase Canyon Eco-Adventures Ltd"
"165","AMOP-581588-2016","5140021","5/24/2016","5/18/2016","Cam Surine","AM","N","AMOP","AM Operating: Operational Assessment","Conditional Passed","","","N/A - Not Applicable","No physical assessment performed.","""(7 Days) Provide to the BC Safety Author",1,"Non-Compliances for Amusement Devices Technology","221","SHEPHERD",NA,"Road","Chase","Interior","BC","V0E1M0",50.8171693,-119.6922058,NA,"6/20/2012","AM - Operating","Zipline","Active","Chase Canyon Eco-Adventures Ltd"
"166","AMOP-581659-2016","5140022","5/24/2016","5/18/2016","Cam Surine","AM","N","AMOP","AM Operating: Operational Assessment","Conditional Passed","","","N/A - Not Applicable","No physical inspection performed.","(7 Days) Provide to the BC Safety Authori",1,"Non-Compliances for Amusement Devices Technology","221","SHEPHERD",NA,"Road","Chase","Interior","BC","V0E1M0",50.8171693,-119.6922058,NA,"6/20/2012","AM - Operating","Zipline","Active","Chase Canyon Eco-Adventures Ltd"
"167","AMOP-579829-2016","3004088","5/18/2016","5/19/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Repair deck plating.","(1 day) Bolt loose or wrong size on outri",1,"Non-Compliances for Amusement Devices Technology","57","EVERGREEN",NA,"Close","Out Of Province","Vancouver Island","BC","T2Y2X8",NA,NA,NA,"6/6/2005","AM - Operating","Major Rides","Active","Thrill Masters Inc."
"168","AMOP-579825-2016","2046127","5/18/2016","5/19/2016","Kevan McIntosh","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Check restraint latch #4.","(3 days) PCU #4 Restraint latch does not",1,"Non-Compliances for Amusement Devices Technology","6982","206TH",NA,"Street","Langley","Lower Mainland South","BC","V2Y1R2",49.1295575,-122.651562,NA,"4/28/1999","AM - Operating","Major Rides","Active","West Coast Amusements Ltd"
"169","AMOP-579824-2016","2046136","5/18/2016","5/19/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Ensure emergency lighting is working.","(3 days) Missing pin on entrance gable. F",1,"Non-Compliances for Amusement Devices Technology","6982","206TH",NA,"Street","Langley","Lower Mainland South","BC","V2Y1R2",49.1295575,-122.651562,NA,"5/17/1999","AM - Operating","Kiddie Rides","Active","West Coast Amusements Ltd"
"170","AMOP-579826-2016","3996463","5/18/2016","5/19/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Repair seat in unit 4.","(3 days) ""R"" clips missing at three locat",1,"Non-Compliances for Amusement Devices Technology","6014","VEDDAR",NA,"Road","Chilliwack","Lower Mainland South","BC","",49.1114779,-121.9558009,NA,"3/15/2009","AM - Operating","Kiddie Rides","Active","R F Hauser Shows Ltd, Robert / Wendy Hauser"
"171","AMIN-582379-2016","AM-320846-2015","5/25/2016","5/24/2016","Cam Surine","AM","Y","AMIN","AM Installation: Acceptance Assessment","Conditional Passed","2_Physical Inspection","","1 - Insignificant","Some areas of the flume require light sanding/ polishing. Some flume joints require re-sealing.","(10 Days) or prior to operation for publi",1,"Non-Compliances for Amusement Devices Technology","4150","Columbia Valley",NA,"Highway","Cultus Lake","Lower Mainland South","BC","V2R5H6",NA,NA,NA,"12/2/2015","AM - New Installation","Waterslide","Active","Cultus Lake Waterpark Ltd."
"172","AMOP-582071-2016","2055122","5/24/2016","5/25/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Minor chipping of flume.","""(14 days)(or prior to opening) Annual ma",1,"Non-Compliances for Amusement Devices Technology","","PO BOX 220",NA,"","Rosedale","Lower Mainland South","BC","V0X1X0",NA,NA,NA,"5/1/1983","AM - Operating","Waterslide","Active","Trans Canada Waterslides (2007) Ltd."
"173","AMOP-582047-2016","2055123","5/24/2016","5/25/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Minor chipping of flume.","""(14 days)(or prior to opening) Annual ma",1,"Non-Compliances for Amusement Devices Technology","","PO BOX 220",NA,"","Rosedale","Lower Mainland South","BC","V0X1X0",NA,NA,NA,"5/1/1983","AM - Operating","Waterslide","Active","Trans Canada Waterslides (2007) Ltd."
"174","AMOP-582077-2016","2055124","5/24/2016","5/25/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Minor chipping of flume.","""(14 days)(or prior to opening) Annual ma",1,"Non-Compliances for Amusement Devices Technology","","PO BOX 220",NA,"","Rosedale","Lower Mainland South","BC","V0X1X0",NA,NA,NA,"5/1/1983","AM - Operating","Waterslide","Active","Trans Canada Waterslides (2007) Ltd."
"175","AMOP-582083-2016","2055125","5/24/2016","5/25/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Minor chipping on flume.","""(14 days)(or prior to opening) Annual ma",1,"Non-Compliances for Amusement Devices Technology","","PO BOX 220",NA,"","Rosedale","Lower Mainland South","BC","V0X1X0",NA,NA,NA,"5/1/1983","AM - Operating","Waterslide","Active","Trans Canada Waterslides (2007) Ltd."
"176","AMOP-582087-2016","2038485","5/24/2016","5/25/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Minor structure repair required.","""14 days)(or prior to opening) Annual mai",1,"Non-Compliances for Amusement Devices Technology","","PO BOX 220",NA,"","Rosedale","Lower Mainland South","BC","V0X1X0",NA,NA,NA,"7/1/1988","AM - Operating","Waterslide","Active","Trans Canada Waterslides (2007) Ltd."
"177","AMOP-582090-2016","2038488","5/24/2016","5/25/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","FIberglass repair required prior to running with guests.","""14 days)(or prior to opening) Annual mai",1,"Non-Compliances for Amusement Devices Technology","","PO BOX 220",NA,"","Rosedale","Lower Mainland South","BC","V0X1X0",NA,NA,NA,"8/1/1988","AM - Operating","Waterslide","Active","Trans Canada Waterslides (2007) Ltd."
"178","AMOP-582093-2016","2038489","5/24/2016","5/25/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Minor fiberglass crack to be repaired.","""(14 days)(or prior to opening) Annual ma",1,"Non-Compliances for Amusement Devices Technology","","PO BOX 220",NA,"","Rosedale","Lower Mainland South","BC","V0X1X0",NA,NA,NA,"8/1/1988","AM - Operating","Waterslide","Active","Trans Canada Waterslides (2007) Ltd."
"179","AMOP-583862-2016","4047504","5/27/2016","5/26/2016","Cam Surine","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Flume surface has chips at flume joints. This condition can pose a catch or cut hazard. This hazard is reasonably detectable by maintenance and is likely to propogate if not repaired. Waterslide not yet in operation for the season and annual maintenance i","(9 Days) or prior to operation for public",1,"Non-Compliances for Amusement Devices Technology","4150","COLUMBIA VALLEY",NA,"Highway","Cultus Lake","Lower Mainland South","BC","V2R5H6",NA,NA,NA,"6/2/2009","AM - Operating","Waterslide","Active","Cultus Lake Waterpark Ltd"
"180","AMOP-583871-2016","AM-019502-2013","5/27/2016","5/26/2016","Cam Surine","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Flume water inlet ports have sharp edges that pose a cut hazard. This hazard is reasonably detectable by maintenance and unlikely to propagate. Slide not yet in operation for the season.","(9 Days) or prior to operation for public",1,"Non-Compliances for Amusement Devices Technology","4150","Columbia Valley",NA,"Highway","Cultus Lake","Lower Mainland South","BC","V2R5H6",NA,NA,NA,"6/21/2013","AM - Operating","Waterslide","Active","Cultus Lake Waterpark Ltd"
"181","AMOP-583258-2016","2040468","5/26/2016","5/26/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Surface repairs required.","(7 days) Cement grouting supporting slide",1,"Non-Compliances for Amusement Devices Technology","4150","COLUMBIA VALLEY",NA,"Highway","Cultus Lake","Lower Mainland South","BC","V2R5H6",NA,NA,NA,"7/24/1991","AM - Operating","Waterslide","Active","Cultus Lake Waterpark Ltd"
"182","AMOP-583254-2016","2037100","5/26/2016","5/26/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Surface repairs required.","(30 days) Continue with plank replacement",1,"Non-Compliances for Amusement Devices Technology","4150","COLUMBIA VALLEY",NA,"Highway","Cultus Lake","Lower Mainland South","BC","V2R5H6",NA,NA,NA,"5/1/1985","AM - Operating","Waterslide","Active","Cultus Lake Waterpark Ltd"
"183","AMOP-579823-2016","2044854","5/18/2016","5/26/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Repair fence panels top platform.","(14 days) Warning sign needs to be reinst",1,"Non-Compliances for Amusement Devices Technology","4150","COLUMBIA VALLEY",NA,"Highway","Cultus Lake","Lower Mainland South","BC","V2R5H6",NA,NA,NA,"4/30/1997","AM - Operating","Waterslide","Active","Cultus Lake Waterpark Ltd"
"184","AMOP-583444-2016","2037099","5/26/2016","5/26/2016","Wayne Callender","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","","","1 - Insignificant","Tighten hand rails.","(7 days) Instructional signage appears to",1,"Non-Compliances for Amusement Devices Technology","4150","COLUMBIA VALLEY",NA,"Highway","Cultus Lake","Lower Mainland South","BC","V2R5H6",NA,NA,NA,"5/1/1985","AM - Operating","Waterslide","Active","Cultus Lake Waterpark Ltd"
"185","AMOP-583868-2016","AM-019500-2013","5/27/2016","5/27/2016","Cam Surine","AM","Y","AMOP","AM Operating: Periodic Assessment","Conditional Passed","2_Physical Inspection","","2 - Minor","Fibreglass drain grating slat was found to be cracked and raised. This condition could cause damage to the raft that riders occupy. This hazard is reasonably detectable by maintenance and likely to propagate. The waterslide was not yet in operation for th","(9 Days) or prior to operation for public",1,"Non-Compliances for Amusement Devices Technology","4150","Columbia Valley",NA,"Highway","Cultus Lake","Lower Mainland South","BC","V2R5H6",NA,NA,NA,"6/21/2013","AM - Operating","Waterslide","Active","Cultus Lake Waterpark Ltd"
